report_id,inspection_id,damage_type,severity,estimated_cost,part_affected,image_count
REP000432,INSP000302,Scratch,1,191.05,Roof,3
REP000433,INSP000303,Bumper Damage,5,6649.57,Rear Window,5
REP000434,INSP000303,Glass Damage,3,2629.88,Left Rear Fender,4
REP000435,INSP000304,Paint Damage,1,783.07,Right Rear Door,5
REP000436,INSP000304,Bumper Damage,3,3248.59,Right Front Door,5
REP000437,INSP000304,Rust,3,1443.57,Left Rear Door,4
REP000438,INSP000307,Crack,1,491.47,Front Bumper,3
REP000439,INSP000307,Rust,3,1328.19,Left Rear Fender,4
REP000440,INSP000307,Crack,1,494.76,Left Rear Fender,3
REP000441,INSP000307,Structural Damage,2,5567.2,Left Front Door,5
REP000442,INSP000307,Paint Damage,3,2618.64,Trunk,1
REP000443,INSP000308,Rust,1,503.77,Right Front Door,4
REP000444,INSP000311,Crack,3,1669.54,Left Rear Fender,3
REP000445,INSP000311,Rust,2,1150.95,Hood,2
REP000446,INSP000312,Crack,5,3553.99,Hood,1
REP000447,INSP000312,Rust,3,1231.08,Left Front Door,1
REP000448,INSP000314,Scratch,1,238.41,Hood,5
REP000449,INSP000314,Glass Damage,4,4077.24,Left Rear Fender,2
REP000450,INSP000314,Rust,4,1720.55,Left Rear Door,3
REP000451,INSP000314,Bumper Damage,1,1411.22,Right Front Door,4
REP000452,INSP000315,Scratch,5,893.64,Roof,2
REP000453,INSP000316,Rust,2,911.61,Left Front Fender,4
REP000454,INSP000318,Dent,3,1013.39,Rear Bumper,4
REP000455,INSP000318,Structural Damage,3,9583.95,Front Bumper,2
REP000456,INSP000318,Glass Damage,2,2382.85,Left Rear Fender,1
REP000457,INSP000319,Crack,4,2457.19,Windshield,2
REP000458,INSP000319,Structural Damage,1,2970.52,Rear Window,3
REP000459,INSP000319,Rust,5,2791.11,Roof,4
REP000460,INSP000319,Rust,3,1355.14,Left Front Fender,5
REP000461,INSP000322,Glass Damage,2,1999.06,Right Front Fender,5
REP000462,INSP000322,Crack,5,3223.72,Left Front Fender,1
REP000463,INSP000322,Structural Damage,3,10491.09,Left Rear Fender,5
REP000464,INSP000322,Glass Damage,1,1191.22,Rear Bumper,4
REP000465,INSP000323,Structural Damage,5,12718.26,Hood,3
REP000466,INSP000323,Paint Damage,3,2557.51,Rear Window,2
REP000467,INSP000323,Bumper Damage,5,5390.55,Right Rear Fender,4
REP000468,INSP000324,Glass Damage,3,2451.26,Hood,5
REP000469,INSP000325,Bumper Damage,1,1237.01,Right Front Fender,4
REP000470,INSP000328,Paint Damage,1,646.98,Left Front Fender,5
REP000471,INSP000329,Paint Damage,3,2503.16,Rear Bumper,3
REP000472,INSP000330,Dent,4,1792.07,Right Rear Fender,2
REP000473,INSP000330,Dent,4,1791.27,Left Rear Fender,5
REP000474,INSP000333,Paint Damage,5,4701.5,Right Front Door,1
REP000475,INSP000333,Rust,3,1489.79,Left Rear Fender,3
REP000476,INSP000335,Glass Damage,5,4801.72,Rear Window,2
REP000477,INSP000336,Scratch,1,237.69,Roof,3
REP000478,INSP000340,Bumper Damage,4,4410.48,Right Rear Door,2
REP000479,INSP000341,Structural Damage,4,11423.23,Right Rear Door,1
REP000480,INSP000341,Rust,3,1232.58,Left Rear Door,3
REP000481,INSP000344,Scratch,5,897.72,Right Front Door,5
REP000482,INSP000344,Glass Damage,4,3530.97,Windshield,5
REP000483,INSP000344,Scratch,3,634.3,Rear Window,4
REP000484,INSP000345,Scratch,4,699.17,Rear Bumper,5
REP000485,INSP000345,Crack,5,3574.17,Hood,5
REP000486,INSP000346,Bumper Damage,4,5170.28,Right Rear Door,3
REP000487,INSP000346,Rust,5,2398.97,Trunk,2
REP000488,INSP000346,Rust,1,402.52,Hood,5
REP000489,INSP000346,Rust,1,547.42,Windshield,5
REP000490,INSP000347,Rust,3,1290.01,Rear Window,2
REP000491,INSP000349,Scratch,4,706.07,Left Rear Door,4
REP000492,INSP000353,Crack,3,1922.11,Right Front Door,1
REP000493,INSP000354,Structural Damage,2,7144.81,Right Rear Fender,3
REP000494,INSP000356,Glass Damage,4,3825.59,Hood,1
REP000495,INSP000356,Glass Damage,3,3362.18,Hood,1
REP000496,INSP000356,Scratch,1,187.13,Front Bumper,4
REP000497,INSP000357,Scratch,4,681.52,Front Bumper,3
REP000498,INSP000357,Structural Damage,3,10471.34,Rear Window,3
REP000499,INSP000358,Dent,3,1119.61,Rear Bumper,2
REP000500,INSP000359,Paint Damage,1,731.89,Left Front Door,4
REP000501,INSP000360,Rust,4,1910.09,Front Bumper,3
REP000502,INSP000360,Bumper Damage,3,4094.19,Right Front Door,4
REP000503,INSP000360,Crack,5,3015.94,Right Front Fender,4
REP000504,INSP000361,Dent,2,936.6,Hood,3
REP000505,INSP000361,Structural Damage,1,3512.09,Right Rear Door,3
REP000506,INSP000362,Crack,3,2055.12,Front Bumper,2
REP000507,INSP000363,Structural Damage,2,5201.99,Left Front Door,1
REP000508,INSP000363,Scratch,1,213.29,Hood,3
REP000509,INSP000363,Paint Damage,1,795.9,Trunk,5
REP000510,INSP000364,Bumper Damage,5,6457.88,Front Bumper,1
REP000511,INSP000365,Scratch,1,188.44,Rear Bumper,3
REP000512,INSP000365,Rust,2,1069.79,Left Rear Fender,3
REP000513,INSP000366,Rust,5,2524.55,Right Rear Fender,3
REP000514,INSP000366,Glass Damage,4,4505.82,Right Rear Door,2
REP000515,INSP000367,Structural Damage,3,7342.64,Left Front Fender,2
REP000516,INSP000367,Structural Damage,5,14795.62,Front Bumper,2
REP000517,INSP000368,Rust,1,456.96,Right Front Fender,1
REP000518,INSP000368,Scratch,1,183.53,Left Rear Door,1
REP000519,INSP000373,Bumper Damage,2,2729.68,Windshield,5
REP000520,INSP000373,Structural Damage,1,3562.34,Trunk,4
REP000521,INSP000373,Rust,3,1726.37,Left Rear Door,1
REP000522,INSP000374,Glass Damage,4,4199.77,Hood,5
REP000523,INSP000374,Crack,3,1698.31,Right Front Fender,3
REP000524,INSP000374,Glass Damage,4,4031.12,Left Rear Door,2
REP000525,INSP000374,Paint Damage,3,1920.23,Roof,5
REP000526,INSP000375,Structural Damage,1,3421.61,Roof,4
REP000527,INSP000376,Structural Damage,5,14510.15,Right Front Fender,3
REP000528,INSP000377,Dent,2,768.86,Rear Bumper,5
REP000529,INSP000377,Dent,3,1288.83,Left Front Fender,2
REP000530,INSP000377,Crack,4,2710.94,Left Front Fender,1
REP000531,INSP000377,Dent,1,441.09,Right Rear Door,1
REP000532,INSP000378,Dent,2,834.61,Rear Window,2
REP000533,INSP000378,Glass Damage,2,2018.01,Left Front Door,5
REP000534,INSP000379,Scratch,5,863.25,Front Bumper,1
REP000535,INSP000381,Scratch,2,362.36,Left Rear Door,3
REP000536,INSP000381,Crack,3,1873.62,Windshield,1
REP000537,INSP000381,Paint Damage,3,2633.46,Right Rear Door,4
REP000538,INSP000381,Dent,1,358.74,Left Front Fender,3
REP000539,INSP000382,Crack,4,2404.33,Rear Bumper,2
REP000540,INSP000382,Rust,3,1447.42,Windshield,5
REP000541,INSP000382,Rust,5,2183.6,Left Front Door,3
REP000542,INSP000382,Bumper Damage,2,2475.92,Right Rear Fender,1
REP000543,INSP000384,Scratch,3,662.85,Windshield,4
REP000544,INSP000384,Dent,3,982.16,Right Front Fender,5
REP000545,INSP000384,Rust,5,2461.9,Left Rear Door,1
REP000546,INSP000385,Dent,3,1407.81,Roof,3
REP000547,INSP000385,Bumper Damage,4,5081.69,Windshield,5
REP000548,INSP000386,Crack,1,576.17,Windshield,1
REP000549,INSP000387,Scratch,1,214.67,Front Bumper,3
REP000550,INSP000387,Dent,3,1328.49,Right Front Door,2
REP000551,INSP000387,Crack,3,1905.21,Left Rear Fender,2
REP000552,INSP000387,Bumper Damage,3,4176.5,Right Front Door,2
REP000553,INSP000387,Structural Damage,1,2847.46,Windshield,3
REP000554,INSP000388,Scratch,1,200.19,Trunk,1
REP000555,INSP000388,Dent,5,2135.72,Roof,5
REP000556,INSP000388,Paint Damage,3,2790.47,Left Front Fender,2
REP000557,INSP000389,Bumper Damage,3,3352.41,Hood,4
REP000558,INSP000389,Paint Damage,5,3640.9,Right Front Fender,2
REP000559,INSP000389,Paint Damage,2,1757.53,Left Front Fender,2
REP000560,INSP000389,Bumper Damage,3,3853.44,Left Front Fender,1
REP000561,INSP000389,Structural Damage,1,3112.99,Left Rear Door,5
REP000562,INSP000390,Glass Damage,1,1014.85,Left Rear Door,4
REP000563,INSP000391,Glass Damage,3,2835.77,Front Bumper,2
REP000564,INSP000393,Rust,2,956.52,Right Front Fender,4
REP000565,INSP000393,Glass Damage,1,1077.67,Right Rear Fender,5
REP000566,INSP000393,Crack,5,3079.88,Left Front Door,1
REP000567,INSP000393,Rust,3,1467.11,Left Rear Door,2
REP000568,INSP000393,Glass Damage,3,2820.21,Rear Window,5
REP000569,INSP000394,Glass Damage,5,5610.58,Left Front Fender,1
REP000570,INSP000396,Structural Damage,3,8900.36,Trunk,5
REP000571,INSP000396,Scratch,2,416.42,Left Rear Door,3
REP000572,INSP000396,Glass Damage,2,1883.22,Left Rear Fender,4
REP000573,INSP000398,Paint Damage,2,1903.7,Right Rear Door,1
REP000574,INSP000398,Scratch,4,763.69,Right Rear Door,1
REP000575,INSP000398,Bumper Damage,1,1124.38,Front Bumper,2
REP000576,INSP000399,Paint Damage,1,918.25,Front Bumper,3
REP000577,INSP000399,Glass Damage,4,4744.7,Left Front Fender,2
REP000578,INSP000400,Dent,1,336.17,Left Front Fender,2
REP000579,INSP000400,Structural Damage,5,17114.14,Right Rear Door,5
REP000580,INSP000402,Dent,1,390.32,Roof,2
REP000581,INSP000402,Structural Damage,1,2545.74,Right Rear Door,2
REP000582,INSP000402,Glass Damage,5,5632.9,Right Rear Fender,3
REP000583,INSP000404,Paint Damage,3,2712.66,Right Front Fender,3
REP000584,INSP000404,Paint Damage,1,693.79,Windshield,1
REP000585,INSP000405,Crack,5,3227.94,Hood,1
REP000586,INSP000405,Scratch,4,650.79,Trunk,1
REP000587,INSP000405,Glass Damage,5,5497.38,Roof,4
REP000588,INSP000405,Glass Damage,3,2446.24,Front Bumper,4
REP000589,INSP000406,Structural Damage,1,2897.3,Rear Bumper,2
REP000590,INSP000407,Glass Damage,2,2198.96,Front Bumper,1
REP000591,INSP000407,Dent,5,2386.92,Left Front Fender,4
REP000592,INSP000409,Bumper Damage,1,1044.85,Left Rear Door,1
REP000593,INSP000409,Glass Damage,4,4424.11,Rear Bumper,1
REP000594,INSP000409,Crack,2,1097.9,Left Front Fender,3
REP000595,INSP000409,Rust,3,1581.88,Front Bumper,4
REP000596,INSP000411,Structural Damage,1,3263.68,Left Rear Fender,2
REP000597,INSP000411,Bumper Damage,4,5108.83,Right Rear Fender,3
REP000598,INSP000414,Dent,5,2191.72,Trunk,3
REP000599,INSP000414,Crack,2,1379.05,Right Rear Door,2
REP000600,INSP000414,Glass Damage,1,968.01,Left Rear Fender,4
REP000601,INSP000414,Bumper Damage,4,4107.44,Windshield,3
REP000602,INSP000414,Dent,1,438.81,Rear Window,1
REP000603,INSP000416,Paint Damage,3,2321.97,Windshield,1
REP000604,INSP000416,Rust,2,841.96,Right Rear Door,3
REP000605,INSP000417,Structural Damage,3,10421.31,Windshield,1
REP000606,INSP000417,Rust,2,1146.64,Right Rear Fender,5
REP000607,INSP000417,Rust,5,2631.87,Windshield,3
REP000608,INSP000417,Crack,2,1177.06,Roof,5
REP000609,INSP000418,Structural Damage,5,14807.61,Rear Window,5
REP000610,INSP000418,Structural Damage,3,8136.22,Right Rear Door,5
REP000611,INSP000418,Crack,5,3425.09,Right Rear Fender,4
REP000612,INSP000420,Paint Damage,3,2396.99,Left Rear Fender,3
REP000613,INSP000422,Bumper Damage,3,3541.46,Right Front Fender,5
REP000614,INSP000422,Paint Damage,3,2587.8,Hood,2
REP000615,INSP000422,Paint Damage,3,2787.5,Left Front Fender,4
REP000616,INSP000423,Crack,5,3559.68,Rear Bumper,5
REP000617,INSP000423,Rust,4,1785.65,Roof,3
REP000618,INSP000423,Paint Damage,5,4615.85,Front Bumper,1
REP000619,INSP000424,Dent,4,1728.83,Right Front Door,1
REP000620,INSP000424,Glass Damage,1,1172.32,Front Bumper,2
REP000621,INSP000424,Structural Damage,5,12246.32,Left Rear Fender,1
REP000622,INSP000424,Rust,1,545.25,Left Front Fender,1
REP000623,INSP000425,Paint Damage,5,4525.9,Left Front Door,3
REP000624,INSP000425,Structural Damage,3,7696.39,Hood,2
REP000625,INSP000425,Bumper Damage,1,1351.55,Roof,3
REP000626,INSP000427,Bumper Damage,2,2522.48,Left Front Door,1
REP000627,INSP000427,Scratch,5,813.99,Right Front Door,3
REP000628,INSP000427,Crack,1,625.11,Left Front Fender,1
REP000629,INSP000428,Glass Damage,2,1630.57,Trunk,5
REP000630,INSP000428,Glass Damage,4,3772.63,Rear Bumper,2
REP000631,INSP000433,Rust,2,1021.9,Trunk,4
REP000632,INSP000434,Bumper Damage,5,5181.77,Front Bumper,4
REP000633,INSP000434,Bumper Damage,4,5690.84,Trunk,4
REP000634,INSP000437,Paint Damage,3,2447.7,Right Rear Door,5
REP000635,INSP000437,Paint Damage,4,2648.92,Right Rear Door,1
REP000636,INSP000438,Scratch,3,716.94,Left Rear Fender,4
REP000637,INSP000438,Dent,5,2050.63,Rear Window,1
REP000638,INSP000438,Crack,3,1730.02,Left Front Fender,5
REP000639,INSP000438,Rust,4,1907.82,Trunk,2
REP000640,INSP000442,Paint Damage,5,4412.56,Left Rear Fender,3
REP000641,INSP000443,Dent,2,727.39,Right Rear Door,4
REP000642,INSP000444,Paint Damage,2,1594.91,Right Front Fender,4
REP000643,INSP000444,Rust,1,445.85,Windshield,1
REP000644,INSP000444,Bumper Damage,3,3068.28,Left Front Fender,3
REP000645,INSP000445,Glass Damage,4,4411.17,Trunk,5
REP000646,INSP000445,Paint Damage,1,820.22,Right Rear Door,2
REP000647,INSP000445,Paint Damage,1,766.79,Right Rear Door,1
REP000648,INSP000445,Bumper Damage,4,5144.3,Rear Window,1
REP000649,INSP000446,Structural Damage,2,5377.97,Left Front Door,5
REP000650,INSP000446,Crack,2,1088.61,Front Bumper,4
REP000651,INSP000447,Glass Damage,2,1965.52,Left Front Fender,2
REP000652,INSP000448,Glass Damage,4,4455.48,Right Front Fender,1
REP000653,INSP000448,Crack,1,598.41,Roof,4
REP000654,INSP000448,Dent,5,2053.24,Right Front Door,2
REP000655,INSP000448,Paint Damage,2,1757.68,Trunk,2
REP000656,INSP000449,Glass Damage,2,1855.29,Left Rear Door,2
REP000657,INSP000449,Structural Damage,4,12602.38,Front Bumper,1
REP000658,INSP000449,Paint Damage,3,2302.98,Right Front Fender,1
REP000659,INSP000449,Scratch,5,1084.78,Windshield,4
REP000660,INSP000450,Structural Damage,2,6163.37,Roof,1
REP000661,INSP000452,Dent,3,1033.27,Windshield,3
REP000662,INSP000452,Crack,2,1420.48,Roof,2
REP000663,INSP000452,Dent,2,798.49,Windshield,1
REP000664,INSP000452,Glass Damage,4,3311.34,Windshield,5
REP000665,INSP000453,Structural Damage,5,13388.4,Left Front Fender,1
REP000666,INSP000454,Paint Damage,5,3585.49,Right Rear Fender,3
REP000667,INSP000455,Scratch,1,180.36,Right Front Fender,3
REP000668,INSP000455,Bumper Damage,2,2275.16,Right Front Fender,2
REP000669,INSP000455,Dent,4,1717.86,Trunk,2
REP000670,INSP000456,Rust,5,2885.12,Windshield,5
REP000671,INSP000457,Crack,4,2623.6,Right Front Fender,1
REP000672,INSP000457,Scratch,2,342.45,Windshield,2
REP000673,INSP000457,Bumper Damage,3,2982.02,Rear Bumper,3
REP000674,INSP000457,Structural Damage,5,12128.16,Right Front Fender,5
REP000675,INSP000458,Structural Damage,3,7735.53,Right Front Fender,1
REP000676,INSP000460,Glass Damage,1,986.38,Right Rear Door,1
REP000677,INSP000461,Dent,2,676.69,Hood,5
REP000678,INSP000461,Glass Damage,2,1957.52,Roof,1
REP000679,INSP000461,Crack,5,3497.53,Rear Window,2
REP000680,INSP000462,Glass Damage,5,5231.89,Trunk,1
REP000681,INSP000462,Bumper Damage,3,3794.0,Right Rear Fender,4
REP000682,INSP000462,Bumper Damage,1,1253.53,Left Front Door,4
REP000683,INSP000465,Glass Damage,2,1630.19,Windshield,5
REP000684,INSP000465,Structural Damage,2,6221.85,Left Rear Fender,1
REP000685,INSP000465,Structural Damage,1,3548.67,Right Front Door,3
REP000686,INSP000466,Structural Damage,4,13323.39,Right Front Door,3
REP000687,INSP000467,Glass Damage,5,4412.84,Left Rear Door,2
REP000688,INSP000467,Glass Damage,3,2503.53,Front Bumper,3
REP000689,INSP000467,Paint Damage,1,782.81,Left Rear Door,1
REP000690,INSP000468,Crack,1,526.49,Hood,3
REP000691,INSP000469,Rust,5,2350.75,Rear Bumper,1
REP000692,INSP000470,Crack,5,3204.65,Left Front Fender,2
REP000693,INSP000470,Bumper Damage,3,4043.53,Right Front Door,2
REP000694,INSP000472,Scratch,3,507.3,Rear Bumper,4
REP000695,INSP000472,Paint Damage,3,2102.89,Left Front Fender,2
REP000696,INSP000473,Crack,1,669.19,Left Rear Fender,4
REP000697,INSP000475,Rust,1,489.52,Windshield,3
REP000698,INSP000475,Rust,5,2512.44,Front Bumper,2
REP000699,INSP000477,Crack,1,483.05,Trunk,5
REP000700,INSP000478,Crack,1,518.36,Hood,5
REP000701,INSP000478,Scratch,5,1171.46,Trunk,1
REP000702,INSP000478,Bumper Damage,5,5285.25,Right Rear Door,3
REP000703,INSP000478,Crack,1,617.99,Rear Bumper,5
REP000704,INSP000479,Bumper Damage,1,1355.39,Left Rear Door,4
REP000705,INSP000479,Structural Damage,3,9965.95,Right Front Fender,5
REP000706,INSP000479,Paint Damage,5,4535.69,Trunk,3
REP000707,INSP000480,Structural Damage,3,10074.41,Right Front Door,4
REP000708,INSP000480,Structural Damage,3,10225.5,Left Rear Door,2
REP000709,INSP000481,Bumper Damage,4,3992.27,Windshield,5
REP000710,INSP000481,Bumper Damage,3,3654.25,Left Rear Fender,2
REP000711,INSP000481,Scratch,2,320.91,Left Front Door,2
REP000712,INSP000482,Bumper Damage,2,2790.1,Hood,3
REP000713,INSP000482,Glass Damage,1,909.28,Right Front Door,1
REP000714,INSP000486,Dent,4,1430.49,Rear Window,3
REP000715,INSP000486,Structural Damage,2,4945.19,Right Front Door,2
REP000716,INSP000487,Rust,2,1174.33,Right Front Door,1
REP000717,INSP000487,Crack,3,1896.42,Right Rear Fender,4
REP000718,INSP000487,Rust,4,2064.96,Left Front Fender,1
REP000719,INSP000488,Paint Damage,3,2409.25,Right Rear Door,4
REP000720,INSP000488,Rust,1,574.2,Right Rear Fender,2
REP000721,INSP000488,Scratch,5,1048.06,Trunk,2
REP000722,INSP000488,Dent,4,1428.44,Right Front Door,1
REP000723,INSP000488,Glass Damage,5,5723.94,Left Front Fender,5
REP000724,INSP000490,Structural Damage,3,10300.72,Rear Bumper,3
REP000725,INSP000490,Rust,1,551.22,Right Front Fender,4
REP000726,INSP000490,Crack,3,1966.69,Rear Bumper,5
REP000727,INSP000491,Structural Damage,2,6307.45,Left Front Fender,1
REP000728,INSP000491,Rust,4,2193.66,Left Rear Fender,4
REP000729,INSP000491,Bumper Damage,3,3149.18,Hood,5
REP000730,INSP000491,Paint Damage,2,1832.45,Left Front Fender,5
REP000731,INSP000493,Bumper Damage,2,2004.18,Front Bumper,2
REP000732,INSP000495,Paint Damage,1,883.1,Left Front Door,3
REP000733,INSP000495,Dent,2,766.58,Left Front Door,1
REP000734,INSP000496,Crack,1,612.14,Front Bumper,5
REP000735,INSP000496,Scratch,1,217.5,Right Rear Door,1
REP000736,INSP000496,Crack,5,3232.12,Right Front Fender,3
REP000737,INSP000497,Dent,4,1562.08,Right Front Fender,2
REP000738,INSP000497,Paint Damage,3,2169.99,Windshield,2
REP000739,INSP000498,Dent,4,1556.04,Trunk,5
REP000740,INSP000500,Glass Damage,1,1061.62,Hood,5
REP000741,INSP000500,Crack,1,623.8,Hood,5
REP000742,INSP000501,Rust,3,1258.53,Rear Bumper,3
REP000743,INSP000501,Rust,1,406.51,Front Bumper,5
REP000744,INSP000501,Crack,1,611.53,Left Front Fender,1
REP000745,INSP000505,Crack,5,3104.93,Roof,4
REP000746,INSP000505,Crack,3,1475.05,Right Front Door,4
REP000747,INSP000506,Dent,5,2004.69,Rear Bumper,3
REP000748,INSP000506,Glass Damage,5,4174.56,Hood,4
REP000749,INSP000507,Glass Damage,3,3566.96,Right Rear Fender,5
REP000750,INSP000509,Bumper Damage,2,2339.15,Left Rear Fender,3
REP000751,INSP000509,Dent,4,1511.56,Rear Window,3
REP000752,INSP000513,Rust,2,921.72,Right Front Door,4
REP000753,INSP000513,Paint Damage,5,4683.51,Windshield,5
REP000754,INSP000513,Dent,4,1351.14,Rear Window,1
REP000755,INSP000513,Paint Damage,3,2612.83,Rear Bumper,3
REP000756,INSP000514,Structural Damage,4,10543.45,Right Front Fender,2
REP000757,INSP000514,Glass Damage,2,1771.15,Rear Window,3
REP000758,INSP000515,Paint Damage,4,3618.52,Rear Window,3
REP000759,INSP000515,Glass Damage,2,1626.58,Left Front Fender,1
REP000760,INSP000515,Structural Damage,2,5329.68,Trunk,2
REP000761,INSP000516,Bumper Damage,4,4474.0,Right Front Door,1
REP000762,INSP000516,Paint Damage,4,2560.25,Right Rear Door,3
REP000763,INSP000519,Glass Damage,4,3461.24,Windshield,2
REP000764,INSP000519,Bumper Damage,5,6476.11,Left Rear Fender,2
REP000765,INSP000520,Rust,5,2113.48,Trunk,3
REP000766,INSP000520,Crack,1,565.49,Windshield,5
REP000767,INSP000520,Glass Damage,4,4144.25,Hood,3
REP000768,INSP000523,Bumper Damage,3,3577.4,Right Rear Door,3
REP000769,INSP000523,Scratch,4,910.25,Left Rear Fender,3
REP000770,INSP000523,Scratch,2,328.56,Right Front Fender,2
REP000771,INSP000523,Crack,4,2726.18,Right Front Door,5
REP000772,INSP000524,Paint Damage,2,1518.1,Right Front Door,2
REP000773,INSP000525,Glass Damage,1,833.59,Right Front Door,2
REP000774,INSP000525,Bumper Damage,4,4854.08,Left Rear Door,3
REP000775,INSP000525,Bumper Damage,2,2582.29,Left Front Door,4
REP000776,INSP000525,Crack,5,3067.15,Left Front Fender,1
REP000777,INSP000525,Glass Damage,5,4617.99,Left Front Door,1
REP000778,INSP000526,Bumper Damage,1,1102.86,Left Rear Door,1
REP000779,INSP000527,Rust,2,1120.93,Rear Window,5
REP000780,INSP000527,Dent,4,1559.91,Hood,5
REP000781,INSP000527,Scratch,4,794.86,Right Rear Door,3
REP000782,INSP000528,Rust,5,2962.87,Left Front Door,5
REP000783,INSP000528,Glass Damage,5,4162.65,Left Rear Fender,5
REP000784,INSP000529,Bumper Damage,3,3383.09,Left Front Fender,2
REP000785,INSP000530,Rust,4,2217.92,Front Bumper,4
REP000786,INSP000531,Rust,2,1192.82,Right Front Door,3
REP000787,INSP000531,Scratch,5,965.55,Windshield,4
REP000788,INSP000531,Bumper Damage,4,4466.42,Left Rear Fender,3
REP000789,INSP000532,Bumper Damage,5,6113.28,Right Front Fender,5
REP000790,INSP000532,Structural Damage,5,17204.16,Left Front Fender,5
REP000791,INSP000532,Scratch,4,746.96,Front Bumper,3
REP000792,INSP000532,Dent,1,326.01,Windshield,1
REP000793,INSP000532,Glass Damage,5,5623.31,Right Rear Fender,5
REP000794,INSP000533,Glass Damage,1,952.75,Left Rear Door,1
REP000795,INSP000533,Crack,1,576.04,Right Front Door,5
REP000796,INSP000533,Paint Damage,4,2766.88,Rear Bumper,3
REP000797,INSP000537,Scratch,5,915.97,Left Front Door,3
